from	to	type	line	col1	col2	file
goodness.cca	stats::weights	call	19	15	21	R/goodness.cca.R
goodness.cca	stats::weights	call	23	19	25	R/goodness.cca.R
goodness.cca	ordiYbar	call	33	12	19	R/goodness.cca.R
goodness.cca	ordiYbar	call	51	21	28	R/goodness.cca.R
goodness.cca	ordiYbar	call	55	28	35	R/goodness.cca.R
goodness.metaMDS	metaMDSredist	call	7	16	28	R/goodness.metaMDS.R
goodness.metaMDS	MASS::Shepard	call	11	13	19	R/goodness.metaMDS.R
goodness	goodness.cca	s3	NA	NA	NA	R/goodness.R
goodness	goodness.metaMDS	s3	NA	NA	NA	R/goodness.R
goodness	goodness.monoMDS	s3	NA	NA	NA	R/goodness.R
addCailliez	GowerDblcen	call	33	18	28	R/GowerDblcen.R
addCailliez	GowerDblcen	call	34	17	27	R/GowerDblcen.R
addLingoes	GowerDblcen	call	44	11	21	R/GowerDblcen.R
hierParseFormula	stats::terms	call	5	18	22	R/hierParseFormula.R
hierParseFormula	stats::model.frame	call	9	12	22	R/hierParseFormula.R
hiersimu.default	stats::as.formula	call	47	22	31	R/hiersimu.default.R
hiersimu.default	stats::model.matrix	call	67	54	65	R/hiersimu.default.R
hiersimu.default	stats::model.matrix	call	70	50	61	R/hiersimu.default.R
hiersimu.default	oecosimu	call	79	12	19	R/hiersimu.default.R
hiersimu.formula	hierParseFormula	call	9	12	27	R/hiersimu.formula.R
hiersimu.formula	hiersimu.default	call	11	12	27	R/hiersimu.formula.R
hiersimu	hiersimu.default	s3	NA	NA	NA	R/hiersimu.R
hiersimu	hiersimu.formula	s3	NA	NA	NA	R/hiersimu.R
howHead	???::getBlocks	call	11	18	26	R/howHead.R
howHead	???::getStrata	call	14	16	24	R/howHead.R
howHead	???::getPlots	call	16	18	25	R/howHead.R
howHead	???::getType	call	17	18	24	R/howHead.R
howHead	???::getMirror	call	20	12	20	R/howHead.R
howHead	???::getRow	call	23	19	24	R/howHead.R
howHead	???::getCol	call	24	19	24	R/howHead.R
howHead	???::getType	call	33	13	19	R/howHead.R
howHead	???::getMirror	call	36	12	20	R/howHead.R
howHead	???::getConstant	call	38	12	22	R/howHead.R
howHead	???::getRow	call	42	15	20	R/howHead.R
howHead	???::getCol	call	43	15	20	R/howHead.R
howHead	???::getNperm	call	49	48	55	R/howHead.R
identify.ordiplot	scores	call	4	10	15	R/identify.ordiplot.R
identify.ordiplot	graphics::identify	call	7	5	12	R/identify.ordiplot.R
inertcomp	ordiYbar	call	25	13	20	R/inertcomp.R
inertcomp	ordiYbar	call	26	12	19	R/inertcomp.R
inertcomp	ordiYbar	call	27	11	18	R/inertcomp.R
inertcomp	ordiYbar	call	28	12	19	R/inertcomp.R
df.residual.cca	stats::nobs	call	18	5	8	R/influence.cca.R
hatvalues.cca	stats::weights	call	26	41	47	R/influence.cca.R
sigma.cca	stats::df.residual	call	55	12	22	R/influence.cca.R
sigma.cca	stats::nobs	call	57	16	19	R/influence.cca.R
sigma.cca	ordiYbar	call	61	22	29	R/influence.cca.R
sigma.cca	stats::weights	call	63	23	29	R/influence.cca.R
rstandard.cca	stats::sigma	call	74	11	15	R/influence.cca.R
rstandard.cca	stats::hatvalues	call	75	12	20	R/influence.cca.R
rstandard.cca	stats::nobs	call	77	21	24	R/influence.cca.R
rstandard.cca	stats::weights	call	80	15	21	R/influence.cca.R
rstandard.cca	ordiYbar	call	82	32	39	R/influence.cca.R
rstudent.cca	stats::df.residual	call	96	11	21	R/influence.cca.R
rstudent.cca	stats::rstandard	call	97	12	20	R/influence.cca.R
cooks.distance.cca	stats::hatvalues	call	108	12	20	R/influence.cca.R
cooks.distance.cca	stats::rstandard	call	110	10	18	R/influence.cca.R
SSD.cca	stats::weights	call	120	15	21	R/influence.cca.R
SSD.cca	stats::df.residual	call	122	56	66	R/influence.cca.R
vcov.cca	stats::estVar	call	140	12	17	R/influence.cca.R
vcov.cca	stats::SSD	call	140	19	21	R/influence.cca.R
initMDS	stats::runif	call	5	10	14	R/initMDS.R
intersetcor	stats::cor	call	16	9	11	R/intersetcor.R
isomap	isomapdist	call	4	13	22	R/isomap.R
isomap	wcmdscale	call	5	12	20	R/isomap.R
isomapdist	stats::as.dist	call	8	17	23	R/isomapdist.R
isomapdist	stats::as.dist	call	22	22	28	R/isomapdist.R
isomapdist	stats::as.dist	call	22	37	43	R/isomapdist.R
isomapdist	distconnected	call	24	14	26	R/isomapdist.R
isomapdist	stats::as.dist	call	30	21	27	R/isomapdist.R
isomapdist	stepacross	call	37	13	22	R/isomapdist.R
kendall.global	stats::pf	call	63	25	26	R/kendall.global.R
kendall.global	stats::p.adjust	call	89	26	33	R/kendall.global.R
kendall.global	stats::p.adjust	call	90	28	35	R/kendall.global.R
kendall.post	stats::cor	call	61	22	24	R/kendall.post.R
kendall.post	stats::cor	call	78	35	37	R/kendall.post.R
kendall.post	stats::p.adjust	call	106	21	28	R/kendall.post.R
lines.permat	graphics::lines	call	5	5	9	R/lines.permat.R
lines.prestonfit	graphics::curve	call	7	5	9	R/lines.prestonfit.R
lines.prestonfit	graphics::segments	call	9	9	16	R/lines.prestonfit.R
lines.prestonfit	graphics::segments	call	11	5	12	R/lines.prestonfit.R
lines.procrustes	ordiArgAbsorber	call	13	9	23	R/lines.procrustes.R
lines.procrustes	ordiArgAbsorber	call	15	9	23	R/lines.procrustes.R
lines.radline	stats::fitted	call	4	12	17	R/lines.radline.R
lines.radline	graphics::lines	call	6	5	9	R/lines.radline.R
lines.radfit	graphics::matlines	call	13	5	12	R/lines.radline.R
lines.radfit	stats::fitted	call	13	14	19	R/lines.radline.R
lines.spantree	scores	call	4	12	17	R/lines.spantree.R
lines.spantree	grDevices::col2rgb	call	8	12	18	R/lines.spantree.R
lines.spantree	grDevices::rgb	call	10	12	14	R/lines.spantree.R
lines.spantree	ordiArgAbsorber	call	12	9	23	R/lines.spantree.R
linestack	graphics::par	call	22	11	13	R/linestack.R
linestack	graphics::par	call	23	13	15	R/linestack.R
linestack	graphics::strwidth	call	31	20	27	R/linestack.R
linestack	graphics::strheight	call	32	17	25	R/linestack.R
linestack	graphics::segments	call	45	5	12	R/linestack.R
linestack	graphics::text	call	50	9	12	R/linestack.R
linestack	graphics::segments	call	52	9	16	R/linestack.R
linestack	graphics::text	call	55	9	12	R/linestack.R
linestack	graphics::segments	call	57	9	16	R/linestack.R
make.commsim	commsim	call	13	17	23	R/make.commsim.R
make.commsim	commsim	call	22	16	22	R/make.commsim.R
make.commsim	commsim	call	32	16	22	R/make.commsim.R
make.commsim	commsim	call	42	16	22	R/make.commsim.R
make.commsim	commsim	call	53	16	22	R/make.commsim.R
make.commsim	commsim	call	64	23	29	R/make.commsim.R
make.commsim	stats::r2dtable	call	69	33	40	R/make.commsim.R
make.commsim	commsim	call	73	25	31	R/make.commsim.R
make.commsim	stats::r2dtable	call	78	33	40	R/make.commsim.R
make.commsim	commsim	call	82	18	24	R/make.commsim.R
make.commsim	commsim	call	87	19	25	R/make.commsim.R
make.commsim	commsim	call	92	23	29	R/make.commsim.R
make.commsim	commsim	call	97	23	29	R/make.commsim.R
make.commsim	commsim	call	102	22	28	R/make.commsim.R
make.commsim	stats::r2dtable	call	107	33	40	R/make.commsim.R
make.commsim	commsim	call	111	24	30	R/make.commsim.R
make.commsim	commsim	call	116	29	35	R/make.commsim.R
make.commsim	stats::r2dtable	call	121	33	40	R/make.commsim.R
make.commsim	commsim	call	125	23	29	R/make.commsim.R
make.commsim	stats::r2dtable	call	131	33	40	R/make.commsim.R
make.commsim	commsim	call	140	23	29	R/make.commsim.R
make.commsim	stats::rmultinom	call	146	22	30	R/make.commsim.R
make.commsim	stats::r2dtable	call	149	33	40	R/make.commsim.R
make.commsim	commsim	call	157	25	31	R/make.commsim.R
make.commsim	stats::r2dtable	call	162	33	40	R/make.commsim.R
make.commsim	commsim	call	177	25	31	R/make.commsim.R
make.commsim	stats::r2dtable	call	182	33	40	R/make.commsim.R
make.commsim	commsim	call	197	25	31	R/make.commsim.R
make.commsim	stats::rmultinom	call	203	22	30	R/make.commsim.R
make.commsim	stats::r2dtable	call	206	33	40	R/make.commsim.R
make.commsim	commsim	call	220	25	31	R/make.commsim.R
make.commsim	stats::rmultinom	call	226	22	30	R/make.commsim.R
make.commsim	stats::r2dtable	call	229	33	40	R/make.commsim.R
make.commsim	commsim	call	243	23	29	R/make.commsim.R
make.commsim	commsim	call	248	23	29	R/make.commsim.R
make.commsim	commsim	call	253	22	28	R/make.commsim.R
make.commsim	commsim	call	262	21	27	R/make.commsim.R
make.commsim	commsim	call	273	21	27	R/make.commsim.R
make.commsim	commsim	call	284	21	27	R/make.commsim.R
make.commsim	stats::rmultinom	call	288	22	30	R/make.commsim.R
make.commsim	commsim	call	296	20	26	R/make.commsim.R
make.commsim	stats::rmultinom	call	300	22	30	R/make.commsim.R
make.commsim	commsim	call	309	20	26	R/make.commsim.R
make.commsim	stats::rmultinom	call	313	22	30	R/make.commsim.R
make.commsim	commsim	call	322	22	28	R/make.commsim.R
make.commsim	stats::rmultinom	call	326	22	30	R/make.commsim.R
make.commsim	commsim	call	336	21	27	R/make.commsim.R
make.commsim	stats::rmultinom	call	340	22	30	R/make.commsim.R
make.commsim	commsim	call	354	21	27	R/make.commsim.R
make.commsim	stats::rmultinom	call	358	22	30	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_greedyqswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_swap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_swap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_curveball	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_backtrack	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_swap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_qswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_abuswap	external	NA	NA	NA	R/make.commsim.R
make.commsim	.Call::do_abuswap	external	NA	NA	NA	R/make.commsim.R
mantel.correlog	stats::dist	call	21	32	35	R/mantel.correlog.R
mantel.correlog	stats::as.dist	call	29	24	30	R/mantel.correlog.R
mantel.correlog	mantel	call	95	25	30	R/mantel.correlog.R
mantel.correlog	stats::p.adjust	call	132	29	36	R/mantel.correlog.R
mantel.correlog	stats::p.adjust	call	141	27	34	R/mantel.correlog.R
mantel.partial	stats::as.dist	call	9	13	19	R/mantel.partial.R
mantel.partial	stats::as.dist	call	10	23	29	R/mantel.partial.R
mantel.partial	stats::as.dist	call	11	23	29	R/mantel.partial.R
mantel.partial	stats::cor	call	17	12	14	R/mantel.partial.R
mantel.partial	stats::cor	call	18	12	14	R/mantel.partial.R
mantel.partial	stats::cor	call	19	12	14	R/mantel.partial.R
mantel.partial	getPermuteMatrix	call	28	15	30	R/mantel.partial.R
mantel.partial	stats::cor	call	41	20	22	R/mantel.partial.R
mantel.partial	stats::cor	call	42	20	22	R/mantel.partial.R
mantel.partial	parallel::mclapply	call	52	32	39	R/mantel.partial.R
mantel.partial	parallel::makeCluster	call	57	33	43	R/mantel.partial.R
mantel.partial	parallel::parRapply	call	59	25	33	R/mantel.partial.R
mantel.partial	parallel::stopCluster	call	61	21	31	R/mantel.partial.R
mantel	stats::as.dist	call	6	13	19	R/mantel.R
mantel	stats::as.dist	call	7	23	29	R/mantel.R
mantel	stats::cor	call	13	18	20	R/mantel.R
mantel	getPermuteMatrix	call	21	15	30	R/mantel.R
mantel	stats::cor	call	35	18	20	R/mantel.R
mantel	parallel::mclapply	call	44	32	39	R/mantel.R
mantel	parallel::makeCluster	call	49	33	43	R/mantel.R
mantel	parallel::parRapply	call	51	25	33	R/mantel.R
mantel	parallel::stopCluster	call	53	21	31	R/mantel.R
MDSrotate	MASS::lda	call	21	15	17	R/MDSrotate.R
MDSrotate	stats::predict	call	22	16	22	R/MDSrotate.R
MDSrotate	stats::complete.cases	call	42	17	30	R/MDSrotate.R
MDSrotate	vectorfit	call	48	21	29	R/MDSrotate.R
MDSrotate	stats::prcomp	call	64	15	20	R/MDSrotate.R
meandist	stats::as.dist	call	11	22	28	R/meandist.R
meandist	stats::as.dist	call	12	22	28	R/meandist.R
metaMDS	stats::as.dist	call	35	16	22	R/metaMDS.R
metaMDS	metaMDSdist	call	41	16	26	R/metaMDS.R
metaMDS	metaMDSiter	call	50	12	22	R/metaMDS.R
metaMDS	postMDS	call	61	15	21	R/metaMDS.R
metaMDSdist	wisconsin	call	27	17	25	R/metaMDSdist.R
metaMDSdist	stats::sd	call	59	13	14	R/metaMDSdist.R
metaMDSdist	no.shared	call	80	40	48	R/metaMDSdist.R
metaMDSdist	no.shared	call	82	21	29	R/metaMDSdist.R
metaMDSdist	distconnected	call	91	27	39	R/metaMDSdist.R
metaMDSiter	stats::runif	call	50	41	45	R/metaMDSiter.R
metaMDSiter	monoMDS	call	61	34	40	R/metaMDSiter.R
metaMDSiter	MASS::isoMDS	call	62	33	38	R/metaMDSiter.R
metaMDSiter	monoMDS	call	73	30	36	R/metaMDSiter.R
metaMDSiter	stats::cmdscale	call	73	48	55	R/metaMDSiter.R
metaMDSiter	MASS::isoMDS	call	75	29	34	R/metaMDSiter.R
metaMDSiter	parallel::makeCluster	call	92	21	31	R/metaMDSiter.R
metaMDSiter	parallel::clusterEvalQ	call	93	9	20	R/metaMDSiter.R
metaMDSiter	initMDS	call	102	34	40	R/metaMDSiter.R
metaMDSiter	parallel::mclapply	call	107	21	28	R/metaMDSiter.R
metaMDSiter	monoMDS	call	109	49	55	R/metaMDSiter.R
metaMDSiter	MASS::isoMDS	call	111	48	53	R/metaMDSiter.R
metaMDSiter	parallel::parLapply	call	117	21	29	R/metaMDSiter.R
metaMDSiter	monoMDS	call	119	50	56	R/metaMDSiter.R
metaMDSiter	MASS::isoMDS	call	121	49	54	R/metaMDSiter.R
metaMDSiter	monoMDS	call	126	45	51	R/metaMDSiter.R
metaMDSiter	MASS::isoMDS	call	128	44	49	R/metaMDSiter.R
metaMDSiter	procrustes	call	141	24	33	R/metaMDSiter.R
metaMDSiter	utils::flush.console	call	163	13	25	R/metaMDSiter.R
metaMDSiter	parallel::stopCluster	call	180	9	19	R/metaMDSiter.R
model.frame.cca	ordiParseFormula	call	18	12	27	R/model.frame.cca.R
monoMDS	stats::runif	call	98	21	25	R/monoMDS.R
monoMDS	stats::prcomp	call	128	23	28	R/monoMDS.R
monoMDS	.Fortran::monoMDS	external	NA	NA	NA	R/monoMDS.R
MOStest	stats::glm	call	7	11	13	R/MOStest.R
MOStest	stats::coef	call	8	10	13	R/MOStest.R
MOStest	stats::glm	call	21	12	14	R/MOStest.R
MOStest	stats::anova	call	24	16	20	R/MOStest.R
MOStest	stats::glm	call	25	12	14	R/MOStest.R
MOStest	stats::anova	call	26	16	20	R/MOStest.R
MOStest	stats::family	call	38	38	43	R/MOStest.R
mrpp	stats::weighted.mean	call	13	9	21	R/mrpp.R
mrpp	vegdist	call	22	18	24	R/mrpp.R
mrpp	stats::weighted.mean	call	35	12	24	R/mrpp.R
mrpp	getPermuteMatrix	call	42	21	36	R/mrpp.R
mrpp	parallel::mclapply	call	58	32	39	R/mrpp.R
mrpp	parallel::makeCluster	call	63	33	43	R/mrpp.R
mrpp	parallel::parCapply	call	65	25	33	R/mrpp.R
mrpp	parallel::stopCluster	call	68	21	31	R/mrpp.R
mso	stats::nobs	call	14	10	13	R/mso.R
mso	stats::dist	call	24	17	20	R/mso.R
mso	stats::dist	call	39	39	42	R/mso.R
mso	ordiYbar	call	39	44	51	R/mso.R
mso	stats::dist	call	41	38	41	R/mso.R
mso	ordiYbar	call	41	43	50	R/mso.R
mso	stats::dist	call	43	37	40	R/mso.R
mso	ordiYbar	call	43	42	49	R/mso.R
mso	stats::dist	call	45	43	46	R/mso.R
mso	ordiYbar	call	45	48	55	R/mso.R
mso	stats::dist	call	47	42	45	R/mso.R
mso	ordiYbar	call	47	47	54	R/mso.R
mso	stats::dist	call	54	38	41	R/mso.R
mso	ordiYbar	call	54	43	50	R/mso.R
mso	stats::dist	call	56	38	41	R/mso.R
mso	ordiYbar	call	56	43	50	R/mso.R
mso	stats::dist	call	58	37	40	R/mso.R
mso	ordiYbar	call	58	42	49	R/mso.R
mso	stats::dist	call	60	42	45	R/mso.R
mso	ordiYbar	call	60	47	54	R/mso.R
mso	stats::dist	call	67	33	36	R/mso.R
mso	ordiYbar	call	67	38	45	R/mso.R
mso	getPermuteMatrix	call	71	15	30	R/mso.R
mso	stats::nobs	call	71	46	49	R/mso.R
mso	stats::dist	call	78	27	30	R/mso.R
mso	ordiYbar	call	78	32	39	R/mso.R
mso	stats::cor	call	82	26	28	R/mso.R
mso	stats::cor	call	85	17	19	R/mso.R
mso	stats::var	call	NA	NA	NA	R/mso.R
mso	stats::var	call	NA	NA	NA	R/mso.R
msoplot	stats::qnorm	call	8	14	18	R/msoplot.R
msoplot	graphics::matplot	call	27	13	19	R/msoplot.R
msoplot	graphics::lines	call	30	13	17	R/msoplot.R
msoplot	graphics::lines	call	31	13	17	R/msoplot.R
msoplot	graphics::lines	call	32	13	17	R/msoplot.R
msoplot	graphics::matlines	call	40	13	20	R/msoplot.R
msoplot	graphics::text	call	42	13	16	R/msoplot.R
msoplot	graphics::par	call	42	41	43	R/msoplot.R
msoplot	graphics::abline	call	44	13	18	R/msoplot.R
msoplot	graphics::abline	call	52	13	18	R/msoplot.R
msoplot	graphics::text	call	53	13	16	R/msoplot.R
msoplot	graphics::par	call	53	41	43	R/msoplot.R
msoplot	graphics::abline	call	55	13	18	R/msoplot.R
msoplot	graphics::points	call	66	9	14	R/msoplot.R
msoplot	stats::weighted.mean	call	68	30	42	R/msoplot.R
msoplot	stats::weighted.mean	call	69	17	29	R/msoplot.R
multipart.default	stats::as.formula	call	50	22	31	R/multipart.default.R
multipart.default	renyi	call	62	31	35	R/multipart.default.R
multipart.default	tsallis	call	63	33	39	R/multipart.default.R
multipart.default	stats::model.matrix	call	80	45	56	R/multipart.default.R
multipart.default	stats::model.matrix	call	84	45	56	R/multipart.default.R
multipart.default	stats::model.matrix	call	97	63	74	R/multipart.default.R
multipart.default	stats::model.matrix	call	100	61	72	R/multipart.default.R
multipart.default	oecosimu	call	116	20	27	R/multipart.default.R
multipart.formula	hierParseFormula	call	9	12	27	R/multipart.formula.R
multipart.formula	multipart.default	call	11	12	28	R/multipart.formula.R
multipart	multipart.default	s3	NA	NA	NA	R/multipart.R
multipart	multipart.formula	s3	NA	NA	NA	R/multipart.R
nestedbetasor	betadiver	call	9	13	21	R/nestedbetasor.R
nestedbetajac	betadiver	call	25	13	21	R/nestedbetasor.R
nestedchecker	designdist	call	4	15	24	R/nestedchecker.R
nesteddisc	???::shuffleSet	call	41	21	30	R/nesteddisc.R
nesteddisc	???::how	call	41	56	58	R/nesteddisc.R
nestedtemp	stats::ppoints	call	41	10	16	R/nestedtemp.R
nestedtemp	stats::ppoints	call	42	10	16	R/nestedtemp.R
nestedtemp	stats::integrate	call	50	9	17	R/nestedtemp.R
nestedtemp	stats::uniroot	call	53	12	18	R/nestedtemp.R
nestedtemp	stats::uniroot	call	60	25	31	R/nestedtemp.R
no.shared	.Call::do_vegdist	external	NA	NA	NA	R/no.shared.R
nullmodel	make.commsim	call	16	15	26	R/nullmodel.R
oecosimu	nullmodel	call	41	19	27	R/oecosimu.R
oecosimu	utils::object.size	call	56	21	31	R/oecosimu.R
oecosimu	designdist	call	85	28	37	R/oecosimu.R
oecosimu	stats::update	call	94	19	24	R/oecosimu.R
oecosimu	stats::simulate	call	108	26	33	R/oecosimu.R
oecosimu	parallel::mclapply	call	109	24	31	R/oecosimu.R
oecosimu	parallel::makeCluster	call	119	29	39	R/oecosimu.R
oecosimu	parallel::clusterEvalQ	call	121	17	28	R/oecosimu.R
oecosimu	stats::simulate	call	125	26	33	R/oecosimu.R
oecosimu	parallel::parApply	call	127	33	40	R/oecosimu.R
oecosimu	parallel::stopCluster	call	132	17	27	R/oecosimu.R
oecosimu	stats::simulate	call	138	22	29	R/oecosimu.R
initDBRDA	GowerDblcen	call	93	17	27	R/ordConstrained.R
ordPartial	stats::weighted.mean	call	NA	NA	NA	R/ordConstrained.R
ordConstrain	stats::weighted.mean	call	NA	NA	NA	R/ordConstrained.R
ordConstrained	initCA	call	396	25	30	R/ordConstrained.R
ordConstrained	initPCA	call	397	25	31	R/ordConstrained.R
ordConstrained	initCAP	call	398	30	36	R/ordConstrained.R
ordConstrained	initDBRDA	call	399	27	35	R/ordConstrained.R
ordConstrained	ordHead	call	417	13	19	R/ordConstrained.R
ordConstrained	ordPartial	call	420	16	25	R/ordConstrained.R
ordConstrained	ordConstrain	call	426	16	27	R/ordConstrained.R
ordConstrained	ordResid	call	431	14	21	R/ordConstrained.R
orderingKM	stats::cmdscale	call	40	19	26	R/orderingKM.R
orderingKM	.Fortran::orderdata	external	NA	NA	NA	R/orderingKM.R
orderingKM	.Call::do_vegdist	external	NA	NA	NA	R/orderingKM.R
ordiareatest	getPermuteMatrix	call	29	13	28	R/ordiareatest.R
ordiareatest	parallel::mclapply	call	37	30	37	R/ordiareatest.R
ordiareatest	parallel::makeCluster	call	42	33	43	R/ordiareatest.R
ordiareatest	parallel::parApply	call	44	26	33	R/ordiareatest.R
ordiareatest	parallel::stopCluster	call	46	21	31	R/ordiareatest.R
print.ordiareatest	howHead	call	67	9	15	R/ordiareatest.R
print.ordiareatest	stats::printCoefmat	call	68	5	16	R/ordiareatest.R
print.ordiareatest	stats::quantile	call	NA	NA	NA	R/ordiareatest.R
ordiArrowMul	scores	call	15	13	18	R/ordiArrowMul.R
ordiArrowMul	scores	call	17	13	18	R/ordiArrowMul.R
ordiArrowMul	graphics::par	call	21	10	12	R/ordiArrowMul.R
ordiarrows	scores	call	6	12	17	R/ordiarrows.R
ordiarrows	graphics::points	call	44	17	22	R/ordiarrows.R
ordiarrows	ordiArgAbsorber	call	50	17	31	R/ordiarrows.R
ordiarrows	ordiArgAbsorber	call	53	13	27	R/ordiarrows.R
ordiarrows	ordiArgAbsorber	call	59	9	23	R/ordiarrows.R
ordiarrows	graphics::par	call	59	69	71	R/ordiarrows.R
ordiArrowTextXY	scores	call	19	13	18	R/ordiArrowTextXY.R
ordiArrowTextXY	scores	call	21	13	18	R/ordiArrowTextXY.R
ordiArrowTextXY	ordiArrowMul	call	30	16	27	R/ordiArrowTextXY.R
ordiArrowTextXY	graphics::strwidth	call	43	10	17	R/ordiArrowTextXY.R
ordiArrowTextXY	graphics::strheight	call	44	10	18	R/ordiArrowTextXY.R
ordibar	scores	call	13	12	17	R/ordibar.R
ordibar	stats::weights	call	22	19	25	R/ordibar.R
ordibar	stats::complete.cases	call	41	11	24	R/ordibar.R
ordibar	stats::cov.wt	call	47	20	25	R/ordibar.R
ordibar	stats::qchisq	call	54	28	33	R/ordibar.R
ordibar	ordiArgAbsorber	call	59	17	31	R/ordibar.R
ordibar	ordiArgAbsorber	call	73	9	23	R/ordibar.R
ordibar	graphics::par	call	73	38	40	R/ordibar.R
ordicloud	lattice::cloud	call	6	56	60	R/ordicloud.R
ordicloud	scores	call	7	22	27	R/ordicloud.R
ordicloud	stats::as.formula	call	12	16	25	R/ordicloud.R
ordicluster	stats::weights	call	7	19	25	R/ordicluster.R
ordicluster	scores	call	9	12	17	R/ordicluster.R
ordicluster	grDevices::col2rgb	call	20	12	18	R/ordicluster.R
ordicluster	stats::weighted.mean	call	30	15	27	R/ordicluster.R
ordicluster	stats::weighted.mean	call	31	15	27	R/ordicluster.R
ordicluster	ordiArgAbsorber	call	43	9	23	R/ordicluster.R
ordicluster	grDevices::rgb	call	45	31	33	R/ordicluster.R
ordicluster	grDevices::rgb	call	49	58	60	R/ordicluster.R
ordiellipse	scores	call	9	12	17	R/ordiellipse.R
ordiellipse	stats::weights	call	18	19	25	R/ordiellipse.R
ordiellipse	grDevices::rgb	call	26	16	18	R/ordiellipse.R
ordiellipse	grDevices::col2rgb	call	26	22	28	R/ordiellipse.R
ordiellipse	graphics::par	call	42	50	52	R/ordiellipse.R
ordiellipse	graphics::par	call	43	25	27	R/ordiellipse.R
ordiellipse	graphics::par	call	43	36	38	R/ordiellipse.R
ordiellipse	graphics::par	call	53	32	34	R/ordiellipse.R
ordiellipse	stats::complete.cases	call	61	11	24	R/ordiellipse.R
ordiellipse	cluster::ellipsoidhull	call	68	24	36	R/ordiellipse.R
ordiellipse	stats::cov.wt	call	73	24	29	R/ordiellipse.R
ordiellipse	stats::qchisq	call	83	32	37	R/ordiellipse.R
ordiellipse	veganCovEllipse	call	86	23	37	R/ordiellipse.R
ordiellipse	ordiArgAbsorber	call	90	17	31	R/ordiellipse.R
ordiellipse	graphics::par	call	92	43	45	R/ordiellipse.R
ordiellipse	ordiArgAbsorber	call	99	17	31	R/ordiellipse.R
ordiellipse	ordiArgAbsorber	call	115	13	27	R/ordiellipse.R
ordiellipse	ordiArgAbsorber	call	119	13	27	R/ordiellipse.R
ordigrid	scores	call	5	12	17	R/ordigrid.R
ordigrid	ordisegments	call	8	5	16	R/ordigrid.R
ordigrid	ordisegments	call	11	5	16	R/ordigrid.R
ordihull	grDevices::rgb	call	24	16	18	R/ordihull.R
ordihull	grDevices::col2rgb	call	24	22	28	R/ordihull.R
ordihull	scores	call	25	12	17	R/ordihull.R
ordihull	graphics::par	call	42	50	52	R/ordihull.R
ordihull	graphics::par	call	43	25	27	R/ordihull.R
ordihull	graphics::par	call	43	36	38	R/ordihull.R
ordihull	graphics::par	call	53	28	30	R/ordihull.R
ordihull	stats::complete.cases	call	60	11	24	R/ordihull.R
ordihull	grDevices::chull	call	65	21	25	R/ordihull.R
ordihull	ordiArgAbsorber	call	68	17	31	R/ordihull.R
ordihull	graphics::par	call	70	43	45	R/ordihull.R
ordihull	ordiArgAbsorber	call	77	17	31	R/ordihull.R
ordihull	ordiArgAbsorber	call	92	11	25	R/ordihull.R
ordihull	ordiArgAbsorber	call	96	12	26	R/ordihull.R
ordilabel	scores	call	8	10	15	R/ordilabel.R
ordilabel	.checkSelect	call	12	14	25	R/ordilabel.R
ordilabel	.checkSelect	call	13	19	30	R/ordilabel.R
ordilabel	graphics::strwidth	call	24	11	18	R/ordilabel.R
ordilabel	graphics::strheight	call	25	11	19	R/ordilabel.R
ordilabel	graphics::strwidth	call	26	11	18	R/ordilabel.R
ordilabel	graphics::strheight	call	27	11	19	R/ordilabel.R
ordilabel	graphics::par	call	32	20	22	R/ordilabel.R
ordilabel	ordiArgAbsorber	call	38	9	23	R/ordilabel.R
ordilabel	ordiArgAbsorber	call	41	9	23	R/ordilabel.R
ordilattice.getEnvfit	scores	call	6	11	16	R/ordilattice.getEnvfit.R
ordilattice.getEnvfit	scores	call	7	11	16	R/ordilattice.getEnvfit.R
ordimedian	scores	call	22	12	17	R/ordimedian.R
ordimedian	stats::optim	call	30	29	33	R/ordimedian.R
ordimedian	ordiArgAbsorber	call	34	13	27	R/ordimedian.R
ordimedian	stats::median	call	NA	NA	NA	R/ordimedian.R
ordiNAexclude	stats::predict	call	26	34	40	R/ordiNAexclude.R
ordiNAexclude	stats::predict	call	29	32	38	R/ordiNAexclude.R
ordiNApredict	stats::napredict	call	44	21	29	R/ordiNAexclude.R
